Date,Open,High,Low,Close,Adj Close,Volume
2010-12-23,71567.945313,72067.023438,70070.710938,70370.156250,69261.781250,864379
2010-12-24,70170.523438,70569.789063,68972.734375,69172.367188,68082.859375,1029696
2010-12-27,68673.289063,69372.000000,68174.210938,68473.656250,67395.156250,833782
2010-12-28,68473.656250,68972.734375,67874.757813,68074.390625,67002.179688,633484
2010-12-29,68074.390625,69172.367188,67974.578125,69072.554688,68368.937500,526773
2010-12-30,69072.554688,70070.710938,68972.734375,69471.812500,68764.132813,559184
2011-01-03,69771.265625,69771.265625,68373.843750,68673.289063,67973.742188,812818
2011-01-04,68872.921875,70569.789063,68673.289063,70569.789063,69850.929688,1340609
2011-01-05,70270.343750,70370.156250,69272.179688,69871.078125,69159.328125,895976
2011-01-06,69871.078125,70070.710938,68972.734375,68972.734375,68270.140625,708344
2011-01-07,68673.289063,72865.554688,68673.289063,72865.554688,72123.296875,2396912
2011-01-10,72466.289063,74063.343750,72166.843750,73065.187500,72320.898438,1970338
2011-01-11,73165.000000,74163.156250,72665.921875,73464.445313,72716.093750,1155938
2011-01-12,73464.445313,73564.265625,72366.476563,73165.000000,72419.695313,770408
2011-01-13,73165.000000,74063.343750,72765.734375,73464.445313,72716.093750,935644
2011-01-14,73863.710938,75061.500000,71068.867188,71068.867188,70344.914063,2132822
2011-01-17,71667.765625,72166.843750,70669.601563,71068.867188,70344.914063,801544
2011-01-18,70869.234375,72166.843750,70669.601563,70969.054688,70246.125000,633909
2011-01-19,71068.867188,73264.812500,70769.421875,72965.367188,72222.101563,966257
2011-01-20,73165.000000,75860.023438,72466.289063,75560.578125,74790.875000,2370511
2011-01-21,75660.398438,76259.289063,74063.343750,74861.867188,74099.273438,1516986
2011-01-24,75460.765625,78355.421875,75360.945313,77956.156250,77162.054688,2124211
2011-01-25,78555.054688,78654.867188,76558.734375,77357.265625,76569.257813,1267717
2011-01-26,78055.976563,78754.687500,76259.289063,76958.000000,76174.062500,741441
2011-01-27,77556.898438,78255.609375,75261.132813,77856.343750,77063.250000,1957387
2011-01-28,77257.445313,77956.156250,75860.023438,75860.023438,75087.265625,886289
2011-01-31,74163.156250,74562.421875,72067.023438,72566.101563,71826.906250,1220876
2011-02-01,72865.554688,73264.812500,70969.054688,71767.578125,71036.507813,976631
2011-02-07,72965.367188,73763.898438,72366.476563,72466.289063,71728.101563,524009
2011-02-08,73664.078125,74562.421875,73264.812500,73264.812500,72518.500000,794748
2011-02-09,73464.445313,74861.867188,73464.445313,74262.976563,73506.492188,863838
2011-02-10,74163.156250,74662.234375,72566.101563,72765.734375,72024.500000,539689
2011-02-11,73165.000000,74762.054688,71967.210938,71967.210938,71234.109375,536851
2011-02-14,72765.734375,72765.734375,69970.890625,71268.500000,70542.523438,776976
2011-02-15,71368.312500,72067.023438,70669.601563,71168.679688,70443.710938,552825
2011-02-16,70869.234375,71767.578125,70869.234375,71168.679688,70443.710938,409628
2011-02-17,71468.132813,71667.765625,68773.101563,69871.078125,69159.328125,758412
2011-02-18,69970.890625,70669.601563,69471.812500,70370.156250,69653.328125,639654
2011-02-21,70469.968750,70569.789063,68673.289063,68972.734375,68270.140625,937147
2011-02-22,66577.156250,67475.500000,61785.996094,61985.628906,61354.207031,3563955
2011-02-23,60688.023438,62484.707031,60089.125000,60887.652344,60267.414063,1802946
2011-02-24,60388.574219,62484.707031,59689.863281,60987.468750,60366.214844,1344780
2011-02-25,61985.628906,64381.207031,61586.363281,63882.128906,63231.386719,1160120
2011-02-28,63682.496094,63682.496094,61087.285156,61386.734375,60761.414063,923605
2011-03-02,60288.757813,60987.468750,60089.125000,60887.652344,60267.414063,528920
2011-03-03,60987.468750,62883.968750,60588.207031,62883.968750,62243.394531,841339
2011-03-04,63682.496094,64580.839844,62384.890625,63482.863281,62836.191406,987820
2011-03-07,62684.339844,62784.152344,60588.207031,61486.546875,60860.210938,1281874
2011-03-08,61087.285156,62384.890625,60688.023438,61985.628906,61354.207031,1012205
2011-03-09,63482.863281,64181.574219,62185.257813,62584.523438,61947.000000,1025874
2011-03-10,62384.890625,62684.339844,61486.546875,62085.441406,61453.000000,622043
2011-03-11,60987.468750,61885.812500,60688.023438,61286.917969,60662.617188,589266
2011-03-14,56895.019531,58292.441406,55098.335938,56795.203125,56216.656250,3054646
2011-03-15,56895.019531,58392.257813,54199.992188,56395.941406,55821.457031,1748355
2011-03-16,56795.203125,58791.519531,56695.390625,58591.890625,57995.039063,1298476
2011-03-17,57394.097656,58392.257813,56895.019531,58392.257813,57797.437500,625019
2011-03-18,57893.179688,58192.625000,56895.019531,57693.546875,57105.847656,1157897
2011-03-21,58591.890625,60588.207031,58492.074219,60288.757813,59674.621094,1548171
2011-03-22,60887.652344,61187.101563,59590.046875,59989.312500,59378.226563,965465
2011-03-23,60089.125000,60188.941406,58492.074219,59590.046875,58983.027344,798957
2011-03-24,59290.601563,60588.207031,58891.335938,60188.941406,59575.820313,816533
2011-03-25,60887.652344,61087.285156,59590.046875,60488.390625,59872.222656,843542
2011-03-28,60787.835938,62285.074219,60787.835938,61885.812500,61255.406250,937208
2011-03-29,62185.257813,62484.707031,60887.652344,62085.441406,61453.000000,752972
2011-03-30,62085.441406,62484.707031,61586.363281,62185.257813,61551.800781,730615
2011-03-31,62883.968750,65678.812500,62784.152344,65678.812500,65009.769531,2202120
2011-04-01,65778.625000,66776.789063,64880.285156,66676.968750,65997.757813,1345880
2011-04-04,66577.156250,67375.679688,65778.625000,65978.257813,65306.164063,924004
2011-04-05,66177.890625,66676.968750,64580.839844,65379.367188,64713.375000,696831
2011-04-06,65179.734375,65778.625000,63682.496094,64481.023438,63824.183594,771608
2011-04-07,64181.574219,64381.207031,63083.601563,63582.679688,62934.988281,818939
2011-04-08,63482.863281,64780.468750,63083.601563,64680.656250,64021.781250,846486
2011-04-11,63882.128906,63981.945313,62085.441406,62983.785156,62342.195313,1279585
2011-04-12,63682.496094,64181.574219,62584.523438,62684.339844,62045.800781,809038
2011-04-13,64281.390625,65179.734375,63882.128906,64580.839844,63922.980469,1207617
2011-04-14,64980.101563,65079.917969,63882.128906,64780.468750,64120.574219,671464
2011-04-15,64481.023438,65878.445313,63882.128906,65479.179688,64812.171875,832425
2011-04-18,65978.257813,66078.078125,63482.863281,64081.761719,63428.984375,992640
2011-04-19,63383.050781,64481.023438,62584.523438,63383.050781,62737.394531,616217
2011-04-20,63782.312500,64081.761719,62883.968750,63582.679688,62934.988281,866308
2011-04-21,63183.417969,63782.312500,61586.363281,62484.707031,61848.203125,1381215
2011-04-22,62185.257813,62484.707031,61087.285156,61785.996094,61156.609375,916192
2011-04-25,62484.707031,64381.207031,62384.890625,63283.234375,62638.593750,1278233
2011-04-26,63682.496094,63782.312500,62384.890625,63083.601563,62440.992188,609159
2011-04-27,63981.945313,64880.285156,63283.234375,64381.207031,63725.382813,1265693
2011-04-28,64780.468750,65179.734375,63482.863281,64780.468750,64120.574219,1014503
2011-04-29,65079.917969,65379.367188,63283.234375,65379.367188,64713.375000,1110234
2011-05-02,66277.710938,69871.078125,65778.625000,69671.445313,68961.734375,2931345
2011-05-03,68673.289063,69871.078125,67076.234375,69172.367188,68467.734375,1725439
2011-05-04,70370.156250,70769.421875,68972.734375,69172.367188,68467.734375,1382769
2011-05-06,71168.679688,71667.765625,69471.812500,70270.343750,69554.531250,1959079
2011-05-09,70869.234375,71368.312500,68074.390625,69072.554688,68368.937500,966026
2011-05-11,67974.578125,69871.078125,67076.234375,68972.734375,68270.140625,1013726
2011-05-12,69970.890625,70569.789063,67774.945313,67774.945313,67084.546875,838392
2011-05-13,67874.757813,68773.101563,66577.156250,66976.421875,66294.164063,604656
2011-05-16,66177.890625,67375.679688,65079.917969,66377.523438,65701.359375,555459
2011-05-17,67176.046875,68373.843750,66976.421875,67076.234375,66392.953125,603661
2011-05-18,67475.500000,69571.632813,67375.679688,68673.289063,67973.742188,694060
2011-05-19,68274.023438,69172.367188,67475.500000,68274.023438,67578.546875,535395
2011-05-20,69172.367188,69172.367188,67675.132813,67774.945313,67084.546875,312149
2011-05-23,67774.945313,67774.945313,64980.101563,65379.367188,64713.375000,582124
2011-05-24,65579.000000,66577.156250,63981.945313,65678.812500,65009.769531,553891
2011-05-25,65778.625000,65878.445313,63083.601563,63283.234375,62638.593750,652287
2011-05-26,63482.863281,63981.945313,62484.707031,63383.050781,62737.394531,705661
2011-05-27,63682.496094,63882.128906,62285.074219,62684.339844,62045.800781,951313
2011-05-30,63083.601563,63482.863281,62484.707031,62484.707031,61848.203125,375960
2011-05-31,62484.707031,63782.312500,62484.707031,63083.601563,62440.992188,391258
2011-06-01,63183.417969,64181.574219,62684.339844,62883.968750,62243.394531,722759
2011-06-02,62484.707031,63283.234375,62085.441406,62883.968750,62243.394531,432527
2011-06-03,63383.050781,63582.679688,61785.996094,62185.257813,61551.800781,582782
2011-06-07,61486.546875,62983.785156,61286.917969,62684.339844,62045.800781,513335
2011-06-08,63582.679688,64481.023438,63183.417969,63682.496094,63033.789063,685983
2011-06-09,63383.050781,65279.550781,62584.523438,64580.839844,63922.980469,712482
2011-06-10,64580.839844,65179.734375,63882.128906,63981.945313,63330.187500,458194
2011-06-13,64680.656250,64980.101563,63981.945313,64281.390625,63626.582031,310180
2011-06-14,64580.839844,65279.550781,64181.574219,64880.285156,64219.375000,466119
2011-06-15,65479.179688,67974.578125,65279.550781,66976.421875,66294.164063,842370
2011-06-16,67575.312500,67874.757813,66477.335938,66876.601563,66195.359375,515997
2011-06-17,67874.757813,68274.023438,65978.257813,66976.421875,66294.164063,456378
2011-06-20,67475.500000,69072.554688,67475.500000,68473.656250,67776.140625,815093
2011-06-21,68872.921875,69172.367188,67475.500000,68773.101563,68072.539063,544793
2011-06-22,68773.101563,68872.921875,66676.968750,66676.968750,65997.757813,948498
2011-06-23,65878.445313,67874.757813,65678.812500,67176.046875,66491.750000,378003
2011-06-24,69771.265625,70270.343750,68972.734375,70070.710938,69356.929688,1526293
2011-06-27,69871.078125,70669.601563,69372.000000,70070.710938,69356.929688,549933
2011-06-28,70270.343750,70370.156250,68872.921875,69970.890625,69258.125000,625964
2011-06-29,70270.343750,70569.789063,69571.632813,69970.890625,69258.125000,414193
2011-06-30,69471.812500,69771.265625,68274.023438,69571.632813,68862.937500,707514
2011-07-01,70270.343750,70469.968750,69372.000000,69970.890625,69258.125000,629133
2011-07-04,70769.421875,72865.554688,70769.421875,72166.843750,71431.703125,1141455
2011-07-05,71867.390625,71967.210938,71068.867188,71567.945313,70838.914063,685834
2011-07-06,70969.054688,71967.210938,70370.156250,71867.390625,71135.304688,713154
2011-07-07,72865.554688,72865.554688,70569.789063,71068.867188,70344.914063,805502
2011-07-08,70669.601563,70969.054688,68972.734375,70569.789063,69850.929688,1195779
2011-07-11,70370.156250,71567.945313,69970.890625,71268.500000,70542.523438,461980
2011-07-12,70469.968750,71368.312500,70270.343750,70669.601563,69949.718750,384191
2011-07-13,70370.156250,72166.843750,69571.632813,71867.390625,71135.304688,611042
2011-07-14,71168.679688,71168.679688,68972.734375,69771.265625,69060.531250,912756
2011-07-15,70070.710938,70569.789063,69272.179688,69871.078125,69159.328125,393177
2011-07-18,70370.156250,70370.156250,68074.390625,68872.921875,68171.343750,593141
2011-07-19,68573.468750,70270.343750,68573.468750,69970.890625,69258.125000,522138
2011-07-20,70469.968750,71867.390625,70469.968750,71268.500000,70542.523438,767273
2011-07-21,71567.945313,72166.843750,70969.054688,71268.500000,70542.523438,438196
2011-07-22,71867.390625,71967.210938,70669.601563,71368.312500,70641.312500,428938
2011-07-25,70669.601563,71068.867188,69871.078125,70669.601563,69949.718750,408470
2011-07-26,70569.789063,70669.601563,68773.101563,69072.554688,68368.937500,692241
2011-07-27,68872.921875,69172.367188,67774.945313,68274.023438,67578.546875,747318
2011-07-28,67275.867188,68373.843750,66876.601563,68373.843750,67677.343750,702032
2011-07-29,67874.757813,68373.843750,66976.421875,67076.234375,66392.953125,501163
2011-08-01,67375.679688,68174.210938,67275.867188,67375.679688,66689.351563,423761
2011-08-02,66976.421875,67275.867188,64780.468750,65778.625000,65108.562500,1122530
2011-08-03,65079.917969,66776.789063,64081.761719,65878.445313,65207.371094,589771
2011-08-04,66776.789063,68174.210938,66078.078125,67076.234375,66392.953125,914146
2011-08-05,64081.761719,65878.445313,63882.128906,65778.625000,65108.562500,886205
2011-08-08,64980.101563,66776.789063,62883.968750,65079.917969,64416.976563,919783
2011-08-09,64081.761719,64381.207031,59290.601563,64181.574219,63527.785156,898882
2011-08-10,65379.367188,66876.601563,62983.785156,64081.761719,63428.984375,957330
2011-08-11,61885.812500,64081.761719,60887.652344,63183.417969,62539.796875,606813
2011-08-12,63183.417969,63383.050781,60887.652344,61187.101563,60563.812500,794429
2011-08-16,61885.812500,62784.152344,61286.917969,61985.628906,61354.207031,693066
2011-08-17,61686.179688,62584.523438,61087.285156,61686.179688,61057.808594,517375
2011-08-18,61486.546875,61885.812500,58092.808594,58891.335938,58291.433594,883224
2011-08-19,56495.757813,56895.019531,54599.257813,55098.335938,54537.070313,752673
2011-08-22,54199.992188,56296.125000,53201.835938,55597.414063,55031.066406,496790
2011-08-23,56795.203125,58192.625000,55297.968750,57493.914063,56908.250000,823270
2011-08-24,57992.996094,58492.074219,55297.968750,56296.125000,55722.660156,553129
2011-08-25,56595.574219,57294.285156,54898.703125,55297.968750,54734.671875,525968
2011-08-26,54798.886719,56296.125000,54798.886719,56096.492188,55525.058594,310381
2011-08-29,57094.652344,58791.519531,56196.308594,57793.363281,57204.648438,831857
2011-08-30,58492.074219,59190.785156,57394.097656,57593.730469,57007.046875,372232
2011-08-31,57893.179688,58591.890625,57094.652344,57992.996094,57402.246094,364731
2011-09-01,58791.519531,59290.601563,56196.308594,56695.390625,56117.859375,859465
2011-09-02,56296.125000,56895.019531,55297.968750,55397.781250,54833.464844,495807
2011-09-05,54499.441406,54898.703125,52602.941406,53002.203125,52462.292969,617252
2011-09-06,51804.414063,55697.230469,51504.964844,54798.886719,54240.675781,843998
2011-09-07,55996.679688,59989.312500,55697.230469,58891.335938,58291.433594,1095301
2011-09-08,58991.152344,60188.941406,58092.808594,59090.968750,58489.031250,666153
2011-09-09,58991.152344,59190.785156,58192.625000,58492.074219,57896.242188,240596
2011-09-14,56296.125000,57394.097656,55098.335938,56096.492188,55525.058594,659105
2011-09-15,56994.835938,57493.914063,53401.464844,55297.968750,54734.671875,649207
2011-09-16,55797.046875,56695.390625,55597.414063,55797.046875,55228.667969,404575
2011-09-19,55597.414063,56895.019531,53800.730469,54299.808594,53746.679688,492778
2011-09-20,53401.464844,54499.441406,52602.941406,53501.281250,52956.285156,627808
2011-09-21,53501.281250,54000.363281,53002.203125,53501.281250,52956.285156,403961
2011-09-22,52103.859375,52702.753906,49309.019531,49658.375000,49152.527344,1338241
2011-09-23,46963.347656,47362.609375,42222.093750,43170.343750,42730.585938,2028083
2011-09-26,44318.226563,45116.753906,39327.433594,41124.121094,40705.207031,1728328
2011-09-27,42621.355469,44168.503906,42222.093750,44168.503906,43718.578125,1096448
2011-09-28,43918.964844,44268.320313,42820.988281,42920.804688,42483.585938,753300
2011-09-29,42621.355469,43669.421875,41273.843750,43669.421875,43224.578125,1196678
2011-09-30,43819.148438,44617.675781,43519.699219,44118.593750,43669.175781,639459
2011-10-04,40625.039063,41124.121094,39776.605469,40425.410156,40013.613281,1002488
2011-10-05,40724.855469,40924.488281,37979.921875,38479.000000,38087.031250,1014004
2011-10-06,39876.421875,42172.187500,39576.976563,41772.921875,41347.398438,790523
2011-10-07,42920.804688,45366.292969,42920.804688,44917.121094,44459.566406,967262
2011-10-10,44517.859375,45416.199219,43769.238281,44418.042969,43965.574219,491031
2011-10-11,45765.554688,46114.910156,44717.488281,45016.937500,44558.367188,824106
2011-10-12,44717.488281,44717.488281,43769.238281,44218.410156,43767.976563,631700
2011-10-13,45316.382813,50706.437500,45216.570313,48909.753906,48411.527344,2029121
2011-10-14,48760.031250,49408.832031,47562.242188,48510.492188,48016.335938,700510
2011-10-17,49109.386719,50906.070313,49109.386719,50207.359375,49695.917969,967870
2011-10-18,48410.675781,49408.832031,47911.597656,48410.675781,47917.535156,860947
2011-10-19,48959.664063,50307.175781,47911.597656,49708.281250,49201.921875,646075
2011-10-20,49858.003906,49907.914063,46214.726563,46663.898438,46188.554688,779803
2011-10-21,47512.332031,47861.687500,45066.843750,46913.437500,46435.546875,631403
2011-10-24,47961.503906,51205.519531,47911.597656,51005.886719,50486.312500,1117059
2011-10-25,50806.253906,51305.335938,49907.914063,50107.542969,49597.117188,465348
2011-10-26,49159.292969,50107.542969,48859.847656,50107.542969,49597.117188,406053
2011-10-27,50706.437500,52004.046875,49558.558594,51904.230469,51375.503906,860813
2011-10-28,53401.464844,53900.546875,51504.964844,52004.046875,51474.304688,993728
2011-10-31,52203.675781,52203.675781,49907.914063,49907.914063,49399.523438,477709
2011-11-01,48909.753906,49658.375000,48710.121094,49309.019531,48806.730469,517106
2011-11-02,47861.687500,48560.398438,47113.070313,48510.492188,48016.335938,444591
2011-11-03,48510.492188,48809.937500,47113.070313,47711.964844,47225.941406,354397
2011-11-04,48859.847656,49109.386719,48510.492188,49109.386719,48609.128906,475872
2011-11-07,49209.203125,49309.019531,48560.398438,49059.476563,48559.726563,233910
2011-11-08,49159.292969,49259.109375,46913.437500,47013.253906,46534.347656,852226
2011-11-09,47412.515625,47911.597656,46214.726563,46663.898438,46188.554688,597663
2011-11-10,44967.027344,45016.937500,43070.527344,43070.527344,42631.785156,822679
2011-11-11,44118.593750,45066.843750,43769.238281,44767.398438,44311.371094,459635
2011-11-14,45516.015625,46065.003906,45016.937500,45216.570313,44755.968750,528180
2011-11-15,45066.843750,45366.292969,44118.593750,44418.042969,43965.574219,325507
2011-11-16,44717.488281,45166.660156,43769.238281,43819.148438,43372.781250,339907
2011-11-17,43419.882813,43669.421875,42771.082031,43669.421875,43224.578125,455985
2011-11-18,42820.988281,43170.343750,42421.726563,42671.265625,42236.589844,493616
2011-11-21,42421.726563,43270.160156,42072.371094,42621.355469,42187.191406,340810
2011-11-22,41772.921875,42371.816406,41723.015625,42022.460938,41594.394531,423347
2011-11-23,42321.910156,42970.710938,41972.554688,42421.726563,41989.593750,660659
2011-11-24,42521.542969,44517.859375,41922.648438,44068.687500,43619.777344,954892
2011-11-25,43918.964844,44567.765625,43469.792969,43769.238281,43323.378906,382109
2011-11-28,44418.042969,45066.843750,44318.226563,45066.843750,44607.765625,443333
2011-11-29,45416.199219,45416.199219,44418.042969,45416.199219,44953.562500,538950
2011-11-30,45416.199219,46464.265625,45316.382813,45815.464844,45348.761719,564316
2011-12-01,47113.070313,47362.609375,46564.082031,47113.070313,46633.152344,795397
2011-12-02,47013.253906,47113.070313,45865.371094,46613.992188,46139.156250,442759
2011-12-05,46913.437500,46963.347656,46164.820313,46913.437500,46435.546875,289797
2011-12-06,46913.437500,47162.976563,45416.199219,45865.371094,45398.160156,395451
2011-12-07,46114.910156,47362.609375,45865.371094,47362.609375,46880.144531,435508
2011-12-08,47113.070313,48809.937500,46963.347656,48310.859375,47818.738281,730342
2011-12-09,47711.964844,48809.937500,47262.792969,48161.136719,47670.539063,453074
2011-12-12,49009.570313,49059.476563,48260.953125,48710.121094,48213.929688,408987
2011-12-13,48111.226563,48111.226563,46913.437500,47412.515625,46929.542969,255990
2011-12-14,47412.515625,47412.515625,45915.281250,46763.714844,46287.351563,285051
2011-12-15,46314.542969,46364.449219,45665.738281,45965.187500,45496.960938,386990
2011-12-16,46514.175781,46564.082031,44967.027344,45516.015625,45052.363281,478679
2011-12-19,45366.292969,45366.292969,41423.566406,42122.277344,41693.195313,1024000
2011-12-20,42471.632813,42970.710938,41822.832031,42671.265625,42236.589844,545738
2011-12-21,43519.699219,43769.238281,43070.527344,43619.515625,43175.183594,428293
2011-12-22,43619.515625,43719.332031,43170.343750,43619.515625,43175.183594,161985
2011-12-23,43918.964844,44068.687500,43519.699219,43619.515625,43175.183594,371178
2011-12-26,43819.148438,44118.593750,43320.066406,43469.792969,43026.984375,231444
2011-12-27,43020.621094,43719.332031,42721.171875,42721.171875,42285.988281,285293
2011-12-28,42521.542969,43220.253906,42222.093750,42321.910156,41890.796875,366048
2011-12-29,42022.460938,43619.515625,42022.460938,43419.882813,42977.582031,337966
2012-01-02,43669.421875,44318.226563,43170.343750,43419.882813,42977.582031,333348
2012-01-03,43819.148438,44817.304688,43819.148438,44617.675781,44163.175781,573328
2012-01-04,44917.121094,44917.121094,43968.871094,44318.226563,43866.777344,377210
2012-01-05,44318.226563,44517.859375,43220.253906,43918.964844,43471.578125,479516
2012-01-06,43469.792969,44018.777344,42621.355469,43070.527344,42631.785156,382597
2012-01-09,42671.265625,42721.171875,42222.093750,42521.542969,42088.394531,327754
2012-01-10,42771.082031,43469.792969,42621.355469,42820.988281,42384.789063,468149
2012-01-11,43020.621094,43020.621094,42022.460938,42371.816406,41940.191406,589151
2012-01-12,42621.355469,42771.082031,42222.093750,42771.082031,42335.390625,370951
2012-01-13,42920.804688,44418.042969,42920.804688,44418.042969,43965.574219,1171739
2012-01-16,43869.054688,45366.292969,43469.792969,44967.027344,44508.968750,905216
2012-01-17,45216.570313,47063.160156,45116.753906,46913.437500,46435.546875,1288978
2012-01-18,46514.175781,46963.347656,46015.093750,46364.449219,45892.152344,673562
2012-01-19,46763.714844,47612.148438,46464.265625,47013.253906,46534.347656,591671
2012-01-20,47212.886719,47911.597656,47013.253906,47462.425781,46978.945313,476786
2012-01-25,47312.699219,47911.597656,46564.082031,47212.886719,46731.949219,420776
2012-01-26,46963.347656,48909.753906,46963.347656,48510.492188,48016.335938,868976
2012-01-27,48809.937500,50806.253906,48560.398438,50207.359375,49695.917969,1308662
2012-01-30,50606.625000,51005.886719,49708.281250,50506.808594,49992.316406,671701
2012-01-31,50506.808594,52103.859375,49608.464844,50806.253906,50288.710938,703632
2012-02-01,50906.070313,54699.070313,50806.253906,54000.363281,53450.285156,1342360
2012-02-02,55697.230469,57194.468750,55198.152344,56296.125000,55722.660156,1470170
2012-02-03,56296.125000,56395.941406,54299.808594,55497.597656,54932.265625,662068
2012-02-06,56296.125000,56296.125000,54100.175781,55797.046875,55228.667969,493116
2012-02-07,55198.152344,55996.679688,53800.730469,54399.625000,53845.476563,489222
2012-02-08,54798.886719,57394.097656,54000.363281,56994.835938,56414.253906,901529
2012-02-09,57593.730469,58691.707031,56196.308594,57394.097656,56809.445313,633284
2012-02-10,56595.574219,57593.730469,56196.308594,56795.203125,56216.656250,381999
2012-02-13,56795.203125,56994.835938,55597.414063,56096.492188,55525.058594,394550
2012-02-14,55397.781250,57394.097656,55397.781250,56196.308594,55623.859375,530559
2012-02-15,56395.941406,58192.625000,56296.125000,57693.546875,57105.847656,541741
2012-02-16,57394.097656,57893.179688,56395.941406,56695.390625,56117.859375,412444
2012-02-17,56994.835938,58392.257813,56994.835938,57992.996094,57402.246094,665143
2012-02-20,57394.097656,58791.519531,55996.679688,56495.757813,55920.257813,584369
2012-02-21,56495.757813,56595.574219,52303.492188,52902.386719,52363.492188,2182772
2012-02-22,52303.492188,53002.203125,51604.781250,52702.753906,52165.890625,924336
2012-02-23,52503.125000,53201.835938,51904.230469,52303.492188,51770.699219,483930
2012-02-24,51804.414063,52702.753906,51804.414063,52702.753906,52165.890625,351695
2012-02-27,52403.308594,52702.753906,49808.097656,49907.914063,49399.523438,908986
2012-02-28,50406.992188,52004.046875,50307.175781,51504.964844,50980.304688,635374
2012-02-29,52203.675781,53800.730469,52103.859375,52702.753906,52165.890625,839812
2012-03-02,52103.859375,53700.914063,51604.781250,52403.308594,51869.496094,475331
2012-03-05,52702.753906,53501.281250,52303.492188,52902.386719,52363.492188,413979
